  Event Name,       Type,     Event ID,    Version,    Channel,      Level,     Opcode,       Task,            Keyword,        PID,        TID,     Processor Number,  Instance ID,   Parent Instance ID,                              Activity ID,                      Related Activity ID,           Clock-Time, Kernel(ms),   User(ms), User Data
      Object, CloseHandle,            0,          2,          0,          0,         33,          0, 0x0000000000000000, 0x00007380, 0x00003ABC,                   23,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134313424586523136,          0,          0, 0xFFFF8D0E93061A90, 0x1C4,      4, "\GLOBAL??\HID#VID_0B05&PID_19B6&MI_00&Col08#7&3a8dc514&0&0007#{4afa3d53-74a7-11d0-be5e-00a0c9062857}"
      Object, CloseHandle,            0,          2,          0,          0,         33,          0, 0x0000000000000000, 0x00007380, 0x00003ABC,                   23,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134313424586528386,          0,          0, 0xFFFF8D0E9309D6D0, 0x1C4,      4, "\GLOBAL??\HID#VID_0B05&PID_19B6&MI_00&Col05#7&3a8dc514&0&0004#{4d1e55b2-f16f-11cf-88cb-001111000030}"
      Object, CloseHandle,            0,          2,          0,          0,         33,          0, 0x0000000000000000, 0x00007380, 0x00003ABC,                   23,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134313424586528534,          0,          0, 0xFFFF8D0E93095330, 0x1C4,      4, "\GLOBAL??\HID#VID_0B05&PID_19B6&MI_00&Col01#7&3a8dc514&0&0000#{4d1e55b2-f16f-11cf-88cb-001111000030}"
      Object, CloseHandle,            0,          2,          0,          0,         33,          0, 0x0000000000000000, 0x00007380, 0x00003ABC,                   23,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134313424586534697,          0,          0, 0xFFFF8D0E930601D0, 0x1C4,      4, "\GLOBAL??\HID#VID_0B05&PID_19B6&MI_00&Col06#7&3a8dc514&0&0005#{4d1e55b2-f16f-11cf-88cb-001111000030}"
      Object, CloseHandle,            0,          2,          0,          0,         33,          0, 0x0000000000000000, 0x00007380, 0x00003ABC,                   23,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134313424586534846,          0,          0, 0xFFFF8D0E9309A310, 0x1C4,      4, "\GLOBAL??\HID#VID_0B05&PID_19B6&MI_00&Col03#7&3a8dc514&0&0002#{4d1e55b2-f16f-11cf-88cb-001111000030}"
      Object, CloseHandle,            0,          2,          0,          0,         33,          0, 0x0000000000000000, 0x00007380, 0x00003ABC,                   23,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134313424586538373,          0,          0, 0xFFFF8D0E93098540, 0x1C4,      4, "\GLOBAL??\HID#VID_0B05&PID_19B6&MI_00&Col02#7&3a8dc514&0&0001#{4d1e55b2-f16f-11cf-88cb-001111000030}"
      Object, CloseHandle,            0,          2,          0,          0,         33,          0, 0x0000000000000000, 0x00007380, 0x00003ABC,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134313424586561657,          0,          0, 0xFFFF8D0E9309DA30, 0x1C8,      4, "\GLOBAL??\HID#VID_0B05&PID_19B6&MI_00&Col09#7&3a8dc514&0&0008#{4d1e55b2-f16f-11cf-88cb-001111000030}"
      Object, CloseHandle,            0,          2,          0,          0,         33,          0, 0x0000000000000000, 0x00007380, 0x00003ABC,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134313424586566033,          0,          0, 0xFFFF8D0E9309B990, 0x1C8,      4, "\GLOBAL??\HID#VID_0B05&PID_19B6&MI_00&Col07#7&3a8dc514&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}"
      Object, CloseHandle,            0,          2,          0,          0,         33,          0, 0x0000000000000000, 0x00007380, 0x00003ABC,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134313424586575620,          0,          0, 0xFFFF8D0E93063080, 0x1C8,      4, "\GLOBAL??\HID#VID_0B05&PID_19B6&MI_00&Col08#7&3a8dc514&0&0007#{4d1e55b2-f16f-11cf-88cb-001111000030}"
      Object, CloseHandle,            0,          2,          0,          0,         33,          0, 0x0000000000000000, 0x00007380, 0x00003ABC,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134313424586578275,          0,          0, 0xFFFF8D0E93099CE0, 0x1C8,      4, "\GLOBAL??\HID#VID_0B05&PID_19B6&MI_00&Col07#7&3a8dc514&0&0006#{378de44c-56ef-11d1-bc8c-00a0c91405dd}"
